	H1F413846	H1F512951	H1F513817	H1F513818	H1F613739	H1M213648	H1M313811	H1M412743	H1M412809	H1M412832	H1M412835	H1M412837	H1M412844	H1M412949	H1M413802	H1M413815	H1M413822	H1M413827	H1M414905	H1M511833	H1M511841	H1M511842	H1M512808	H1M512821	H1M512831	H1M512834	H1M512836	H1M512840	H1M512853	H1M512854	H1M512855	H1M513606	H1M513729	H1M513730	H1M513738	H1M513747	H1M513803	H1M513804	H1M513807	H1M513810	H1M513813	H1M513816	H1M513819	H1M513820	H1M513823	H1M513826	H1M513828	H1M513852	H1M513912	H1M514901	H1M5XX814	H1M612950	H1M613745	H1M613824	H1M613825	H2F413935	H2F514910	H2F514923	H2M411920	H2M413913	H2M413915	H2M413924	H2M414102	H2M414926	H2M414927	H2M414931	H2M414940	H2M415914	H2M511919	H2M513933	H2M513934	H2M513936	H2M513937	H2M513938	H2M513939	H2M514107	H2M514108	H2M514818	H2M514841	H2M514901	H2M514903	H2M514905	H2M514906	H2M514909	H2M514911	H2M514917	H2M514925	H2M514930	H2M514943	H2M515822	H2M515921	H2M614742	H2M614832	H2M614904	H2M614929	H2M615912	H2MX14816	H2MX14928	H3F416103	H3F516111	H3M414933	H3M415117	H3M415131	H3M415140	H3M415852	H3M415906	H3M416124	H3M416127	H3M419939	H3M420126	H3M513141	H3M514142	H3M514143	H3M514144	H3M515101	H3M515107	H3M515123	H3M515128	H3M515130	H3M515137	H3M515138	H3M515902	H3M515910	H3M515915	H3M515920	H3M515935	H3M515936	H3M515950	H3M516105	H3M516113	H3M516114	H3M516118	H3M516129	H3M516154	H3M516751	H3M516804	H3M516845	H3M516909	H3M517134	H3M517921	H3M517922	H3M517925	H3M518108	H3M518112	H3M518116	H3M615132	H3M615747	H3M615846	H3M616753	H3M616848	H3M617849	H3MX16919	nHF409542	nHF411719	nHF411741	nHF511704	nHF512818	nHF512829	nHF611623	nHF611710	nHF612722	nHM410714	nHM410727	nHM410833	nHM411801	nHM412703	nHM412716	nHM412839	nHM412840	nHM412844	nHM510732	nHM510737	nHM510831	nHM511615	nHM511712	nHM511717	nHM511720	nHM511730	nHM511735	nHM511738	nHM511813	nHM511821	nHM511825	nHM512705	nHM512802	nHM512806	nHM512811	nHM512828	nHM512834	nHM611708	nHM612607	nHM612709	nHM612724	nHM612743	nHM612836	nHMX11726
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius	1.23499	0.23773	1.0915	0	0	0	0.10756	0	0.00798	0.00081	0.36946	10.63329	0	0	15.78823	1.20329	0	0.00082	0	0.01976	31.26517	17.90656	1.57282	5.88315	63.56126	0.06605	6.89599	0	0.00858	28.68236	0	0	0.11634	0	0	0	0	1.33807	6.09908	0.84791	0.57347	32.32098	48.46608	0	0	4.2688	0	0.70638	1.43162	5.33854	0.49055	0	0.87472	0	0	0	0.28766	0	0	27.58992	0.00394	2.47166	0	41.05122	69.46429	0	0.19913	0.62012	1.81204	2.02564	0.91948	0	11.35658	7.2408	6.87703	0.77638	1.91485	0	0	17.14595	32.4695	0	0	10.95603	0	0	0	0	0	6.78467	0	0	1.64778	0	0	0	0.08487	0.03535	45.19995	0	0	0	0	0	0.2396	0.25691	1.67332	0	0	0.15848	0	1.10545	0.95913	0	0	0.25879	0	8.28694	0.01235	0	0	0.00298	0	0	2.43524	0.01253	4.44452	15.87115	0.28845	0.04802	0	0	0	0	5.60816	0	1.54334	0	0	0.35497	7.12573	5.66948	0.00098	6.28663	0	20.33116	2.22873	0.00369	0	0	7.3656	0	0	62.20471	0.00127	0	0	0	0	2.76197	0	1.99691	4.03239	54.31047	0	26.55231	0.57489	0.34633	0	0	0.00621	0.30717	41.28073	17.09631	0	0.00118	28.14532	13.5053	2.35084	15.29013	9.86017	0	24.06929	4.33723	0.55923	0	0	0	0	8.94739	0	0	0	35.81723	5.59034	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	0.96512	0.79317	1.32084	0.1934	0	0	0.08415	0	0.01195	3.38236	0.19865	0.31245	0	1.9464	0.00332	0	0	0.33556	4.81313	0.01181	0.0493	0.15224	0.05113	0.08426	0.08572	0.30641	1.45737	1.29392	0	0.04575	0.01028	1.04451	0.43644	0.74772	0.77948	1.00689	1.06358	0.56536	0	0.05107	0.0578	1.54289	4.99655	6.28427	0.09827	0.53873	0.28922	0.05266	0.42463	0	0.03577	0	0.08281	0.04423	1.29307	0.65678	0.13057	0	0.28438	0.29635	0	0.11028	0	0	0	8.20694	0	0.01569	0	3.20603	0	0.1155	0.01992	1.08898	0.57314	0.20212	0.27943	0.34176	0.27844	2.17809	0.43949	0	0.09149	8.4196	0	0.77973	11.02995	0	0.00332	0.82397	0.64833	0.28586	0.59645	0.02883	3.2784	0	0.38591	0	0	2.91598	0.02034	0	0.77208	15.39627	0.22478	0.70879	0.00212	0	0.05479	0	0	0	0.22501	0.13239	0.20833	0.00742	0.56472	0.05786	0.39208	1.10483	0.36787	0.5007	12.24216	0.18038	0	0.05286	0.77061	0	0	0.07215	0	0.5472	3.07799	4.46844	0.09902	0.20939	0	0	3.82379	0.4859	0.10854	0	0.53824	0	3.62783	0.2266	0.27292	0	0.31719	0.01074	1.46106	5.58443	0.04042	2.91105	0	0	0	5.83919	0.1041	0.1541	0.12572	0.21464	0.23929	0.08383	1.16062	0.31762	0.06043	0.11541	0	1.00853	0.04175	0.30507	0	1.08857	0.50312	0.21018	0	0.44662	0.00924	0.78646	0.16452	7.03427	0.1447	0.06829	0.10467	3.32437	0.72951	2.17632	0.94288	0.1885	3.31573	6.61549	0.63805	1.45621	0.04528	0.21922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D16	0.77369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0	0	0	0	0	0	0	0	0	0	0	0	0.01006	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02126	0	0	0	0	0	0	0	0	0	0.04284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	0.76333	0.00021	0.00125	0	0	0	0.00768	0	0.01098	0.467	0.00703	0.76035	0	0	0.06143	0.03279	0.25266	0.11661	0	0	0.0011	1.28473	0.00083	0.06641	0.00255	0	0	0.15856	0	0.05401	0	0.00116	0.02652	0.01074	0	0.11826	0	0.05536	0.00158	0.00499	0.09145	0.06753	0	0	0.00335	0	0	0	0	0.13349	0.10352	2.4021	0	2.87577	0.15607	0.05186	0.01683	0.63851	0.63568	0.02007	0.0921	0	0.001	0	0.12345	0.00983	0	0.26782	0	0.06129	0	0	0.17381	0.01129	0	0.21307	0	8.55924	0.10267	0.27658	0.02601	0.05138	0	0.02359	0.65766	0.01531	0.05336	0.03568	0.0036	0	0.36695	0	0.11436	0.01602	0.00548	0.06109	0	0	0.07081	0.31287	0	0.01319	0	0.01277	0	0	0.10738	0	0.47446	0.07293	0	0.00553	0.02076	0	0	0.01694	0.0157	0	0.83575	0.03149	0.02614	0	0	0.01791	0	0	0	0	0	0.17029	0	0.41538	0.18986	0	0.01443	0.13269	0.02706	0.46672	0.10135	0.01635	0	0.18596	0.00999	2.89114	0	0	0	0.00881	0.00105	0	0.19846	0.07509	0.58827	0.00377	0	4.26293	0.50586	0	0	0.00429	0.06934	0.02208	0.14274	0.10217	0	0.05812	0.42346	0.12726	0	0.04084	0.15646	0.00066	0.01789	0	3.82408	0.12928	0	0.46988	0	0.02828	0.0132	0.03111	0	0.01745	0.00282	0	0.07357	0	0	0.03213	0.65623	0.03635	0.42062	0.06588	0.19884	0.05614
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	0.74129	0.04028	0.00538	0.03027	0.34005	0	0.08882	0	0.03568	2.08724	0.05761	0.09933	0	1.61001	0.13309	0.98822	0	0.45625	0	0.00357	0	0	0.1632	0.4904	0.52996	0	0.21396	0	0	0.17229	0.07111	0	0.15189	0.23458	1.56861	0.57855	0.38183	0.07304	2.05805	0.06345	0.06625	1.02734	0.30097	0	0.00081	0.06572	0	0.01374	0.30544	0	0.03884	0	0	0.21053	0	0.06446	0.0414	0	0.74071	1.59937	0	0.02388	0.01262	0.25657	0	2.31095	0.02003	0.07271	0.10858	1.51432	0.20971	0.04647	0.19278	1.0767	0.13148	0.22489	0.06211	0.62494	2.8297	0.44399	0.86644	0	1.84718	0.17631	0.12434	0	2.57022	0	0.0118	0.10819	0.04204	0.00486	0.36586	0.06045	0	0.13266	0.00384	0.04551	0	3.59197	0.25395	0.79776	0.81974	0.53093	0.01857	0.02318	0.04017	0.00846	0.24826	0.07063	0	0	0.03591	0.1573	0.02121	0.0331	0.28159	0.13132	0	1.22335	0.04882	0.06811	0	0.09413	0.1612	0.01185	0.16255	1.32802	0.02342	0.0832	0.00656	0.44758	0	0	0.78235	0	0.19997	0.17726	0	0.04584	0.03842	0.0924	0	0	0	0.17451	0.02842	4.04376	0.08279	0.1282	0.64219	0.41225	0	0	0	0.19161	0	0	0	0.48186	0	0.09889	1.77769	0.06702	0	0.61846	0.30547	0.01935	0	2.47727	0.15391	0.12805	0	0	0	0.11327	0	0.86703	0.21125	0	0.30559	0.0044	0.54708	0.10611	0.00515	0	0.00165	0.05393	0.5772	0.11777	0.31937	0.01259	0.18767	1.09189	0.10142	1.57725
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_AM42_24	0.67759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38377	0	0	0	0	0	0	6.81156	0	0	0	0	0	0	0	0	3.75041	0.00506	0	0	0	0	0	0	1.58743	0	0	0	0	0	0	0	0	0	8.67958	0.23969	0	0	34.09066	0	0	9.61675	0	0.25474	0	0	0	0	0	0	0	0	0.01339	0	0.00285	0	0.54215	0	0	0	0	0	0	0	1.52127	2.99558	0	0	0	0	0	0	0	0	0	0	0	0.64502	0	0	0	2.74941	0	0	0	0	0	0	0	3.01807	0	0	0	0	0	0	0	0.76185	0.04814	0	0	0	0	0	0	0	0	0.28155	0	0	0	0	0	0	0	0	0	0	0	29.6142	0	0	0	0	0	0	0	0	0	0	0.00893	0	29.84193	0	0	0	0	0	0	0	0	0	0	0.23827	0	0	0	0	0	0	0	0	0	0	0	1.56105	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.62402	0.22327	0.64106	0.00624	0.21934	0	0.22861	0.00129	0.05681	3.06139	0.01606	0.09992	0.47541	2.20234	0.771	1.01249	0.77462	1.05469	0.36949	0.00842	0.25633	0.40069	0.06224	0.13906	0.69901	0	0	2.62092	0.27305	0.83551	0.33915	0.23322	0.10299	0.19397	2.08659	0.69707	1.53113	0.3144	1.54001	0.38386	0.1239	0.3603	0.13849	0.02838	0.04326	0.14701	0.03058	0.01462	0.04112	0.24728	0.03563	0	0.0158	0.10381	0.53408	0.22163	0.0081	0.57593	0.24338	0.83857	3.78477	0.01554	0.29188	0.39667	0.95156	0.32991	0.03746	0.23447	0.87284	2.16795	0.17146	0.03504	0.60738	0.26304	0.29538	0.64064	0.02196	1.69652	2.73642	0.24842	0.71992	0	1.98949	0.22981	0.07057	1.45598	2.98761	0.93119	0.01215	0.33726	0.09283	0.02526	1.6155	0.07788	1.72747	0.03201	0	0.0241	2.29517	1.54999	0.1235	5.32846	0.61412	0.55172	0.0266	0.02757	0.05619	0.07386	0.64556	0.04344	3.5756	0	0.02986	0.45682	0.04823	0.00337	0.11149	0.10326	1.59943	0.55986	0.03673	0.08751	0.03508	0.34734	0.49971	0.66329	0.09414	0.97303	0.2178	0.06121	3.15126	0.46591	1.04215	0.76564	0.5246	0.75816	0.26905	3.78744	1.44716	0.13813	0.07235	0	0.40274	1.3688	0	0.03797	0.05014	3.43269	0.13446	0.27725	0.12775	0.84195	1.33782	0.15906	0.0635	1.64867	0.8417	0	0	0.11832	0.49539	0.0637	1.30704	0.2821	0	0.20593	0.12915	0.06732	0	3.18682	0.0216	0.11386	0.26056	0.26357	0.22658	0.05929	0.23279	0.72045	0.2497	0.22987	0.53261	4.47506	0.17389	0.12422	0.01615	0.28126	0.59331	0.01356	0.12792	0.19939	1.07172	0.05984	0.61149	0.66807	0.12794	0.15097
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.57503	0.40734	0.08617	0.06918	0.00205	0	0.0582	0.21728	0.14233	10.8838	0.50564	0.38209	6.46504	0	0.35216	2.22154	9.79634	7.00607	28.06357	0.02617	8.52743	2.38112	0.19332	0.55839	3.37965	0.00246	0.13263	6.28357	10.39594	3.73299	3.24954	16.82237	0.09427	0.63352	41.24941	5.48236	15.81757	0.00144	12.70812	0.06032	0.08917	9.83915	1.69153	11.76095	0.04314	0.15673	0.12318	0.08676	0.02016	0.17445	0.02606	0.53289	0.05306	2.34693	3.57388	0.82844	0.07333	1.71381	7.6889	4.04139	39.3548	0.02774	0.92928	6.22919	2.14336	25.14488	0.03485	0.0926	9.56698	7.78526	0.93383	1.90098	0.76165	1.48757	0.45084	0.3206	0	6.09227	13.93136	0.75254	3.82354	0	29.91922	2.46341	0.00102	21.37238	20.43499	0	0.0042	0.94967	0.08239	1.55089	0.26486	2.17925	10.40074	0.11611	0	0.00901	6.17127	21.84454	1.11763	33.68292	12.99953	5.80923	0.21177	0.0172	0.40276	0.87489	0.19051	0.01526	37.03481	0.19105	0.21834	1.10028	0.28984	0.00692	1.68768	0.38082	21.53277	4.05141	0.20587	0.06653	0.35539	3.03474	0	22.14036	1.09145	21.49311	0.03731	0.1829	11.4062	8.13079	2.92563	10.4131	4.48114	0	0.21849	4.9983	4.74648	0.0129	1.49826	3.12099	0.98337	0	0.01625	1.34449	0.03198	0	0.08114	0.72055	0.4514	0.66195	2.83387	0.36007	0.66425	4.0018	1.85688	0	0	1.28218	1.27156	0.09836	7.94619	1.1252	0.86423	1.88574	0.35909	0.0961	6.46989	36.04848	0.03137	0.04752	0.76535	3.85854	5.15903	0.01038	2.59553	0.3809	0.79254	0.3054	0.81471	0.01882	31.79552	0.04195	0.04931	40.49562	11.23769	0.41567	2.9327	1.60246	26.06612	0	2.88211	5.67617	0.61974	3.4233
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0.52367	0	0.31833	0.09412	0.33375	0	0.41947	0	0.03583	1.02979	0.07024	0.78205	0.17263	0	0.07688	0.61428	2.05878	0.28689	0.09668	0.09922	0.5534	0	0.16054	1.05773	0.00673	0	0.02245	0.39698	0	0.21412	0.0125	0	0.15769	0.58886	0	0.10423	0.42939	0.51061	0	0.0373	0.07914	0.45648	0.65519	0	0	0.03482	0	0.05782	0.01557	0	0.58719	0	0.28155	2.84279	0.01227	0	1.34242	0	0.12358	0.95559	0	0.18187	0.00902	0	0	0.07717	0.00307	0.2298	0	0.06621	0.0134	0.04515	0.16678	0.21517	0.00209	0.27428	0.06533	2.08219	0.28358	2.36529	2.70548	0	0	1.09195	1.64538	0.09085	0	0.23368	0.00388	0	1.20119	0.20984	0.40131	0.0866	0.29406	1.20126	0	0.00929	0.5603	0	0.09877	0.02775	0.81998	0.26176	0	0	0.42738	0	0.14925	0.04744	0	0	0.32659	0.00918	0	0.19245	2.97735	0.0409	0	0.42654	0	0.10001	0	0.16335	0.00635	0.02192	0.1485	0	0.04276	0.22434	0.44835	0.67531	0.84374	0	0.2589	0	0.06985	0.00268	0	0.08619	0	4.05645	0.12289	0	0	0.00595	0.00519	0.01109	0.08887	0.05184	0.13478	0.36479	2.90475	0	0	0.55502	0	0	0	0.01364	6.77865	0.37891	0.27311	0	0	1.11561	1.18513	3.37038	0	0.65295	3.01533	0.02197	0.02475	0	0	0.33383	0	0.15293	0.0749	0.57524	0.65192	0.02742	0	0.17756	0.0344	0	2.21826	0	0	2.35706	2.73578	0	2.40033	0.50597	0.30748	0.4823
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_asparagiforme	0.52286	0	0	0	0	0	0	0	0.00156	0.04287	0	0	0	0	0.01764	0	0.10749	0	0	0	0	0	0	0	0	0	0	0.01077	0	0.02375	0	0	0	0	0	0	0	0.01339	0	0	0.00936	0	0	0	0	0	0	0	0	0	0.00625	0	0	0	0.02881	0.00707	0	0	0	0	0	0	0	0	0	0	0	0.0266	0	0.02586	0	0	0	0	0	0	0	0	0.03363	0.00604	0	0	0	0.00201	0.00404	0	0.00478	0	0	0	0	0	0.04754	0	0	0.00422	0	0	0	0.03637	0	0	0.00576	0.01159	0	0	0.02878	0	0	0.00756	0	0	0	0	0.00378	0	0.00195	0	0	0	0	0	0	0	0	0	0	0.00861	0	0	0	0	0	0	0	0.00701	0	0.05072	0	0	0	0.02387	0.0057	2.16074	0	0	0.00134	0	0	0.00273	0.00844	0	0	0.00808	0	0.10203	0	0	0	0.00151	0.03934	0.00269	0.00984	0	0	0.00372	0	0	0	0	0	0	0.01344	0	0.07473	0	0	0.01293	0.01084	0.00976	0	0.00481	0	0.01354	0	0	0.00299	0	0	0	0.00183	0	0.04365	0.02503	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0.45035	0.09441	0.22932	0.45406	0.01909	0	0.0429	0.30223	0.0847	0	0.13231	0.41418	0.95919	4.53848	0	1.6517	0.45147	0.05495	0.12613	0.03361	4.76485	0.26448	0.15125	0.44094	0.56612	0.21928	0.7162	1.61392	0	4.51052	0.88899	5.79454	0.1545	0.03778	0.96401	2.58437	0.38789	0.23296	0.62249	0.07232	0.08389	1.34005	1.66228	2.72034	2e-04	0.53882	0.36123	0.01479	1.06668	0.43909	0.04556	0	0.02939	0.16676	0.55118	0.57042	0.01652	0.25798	0.28546	1.1598	2.41162	0	0.28989	0	0	0.70922	0.09186	0.18109	1.07128	0.65327	0.0181	0.16102	0.09581	1.02294	0	0.2901	0.05089	0	1.56702	0.81169	0.62644	0	0.42591	1.412	0	1.89658	1.41485	0	0.03728	0	0.01767	13.63759	0.9465	0.06417	1.36329	0.09561	0.04337	0.01479	0.03832	0.69762	0.03612	0	0.20544	0.51522	1.98892	0.01009	0.03527	0.05062	0.51198	0.15262	0	0	0.07922	0.07477	2.38933	0.01142	1.50911	0.7135	2.36896	6.81369	0.07813	0.05346	0	0.32995	0.00844	3.09512	0.9184	0	0	0.04787	0	0.04471	0.56318	13.54771	0.49895	5.14993	0.44617	0	0.66394	0.40698	0	1.23648	0.74054	0	0.24413	6.37284	0.38199	0.1537	0.02084	1.21256	0.9302	2.03189	0.38952	1.60218	0	0	0.90759	0	1.61924	1.3687	0.02923	0.15804	0.60459	0.9381	0.53409	0.36577	0.01606	0.01314	0	1.07162	0	0.05032	0.39395	2.85902	0.09608	0.0282	11.73965	0.2682	0.00145	0.72598	1.75034	4.89662	2.54453	0.28346	0.17938	7.85535	0.75454	1.59584	0.30528	0.17053	4.53145	13.77408	0.28102	9.32289	0.25549	1.21913
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans	0.31977	0	0.01298	0	1.0233	0	0	0	0	0.44108	0	0	0	0.02586	0	0.08197	0	0.01529	1.75613	0	0.30904	0.00176	0.02145	0.01061	0	0	0	3.66111	0	0	0	0	0	0	0	0.0545	0	0.06503	0.00904	0.01168	0	0.41095	0	0	0	0	0	0.00154	0	0	0	0	0	0.01251	0.01893	0	0	0	0	0.39797	0	0.00878	0	0	0	0	0	0	0	2.75905	0	0	0	0	0	0	0.00219	0	0	0.1619	0.01641	0	0	0	0.01857	0	0	0	0	0	0	0.00767	0	0.11666	0.31693	0	0	0	0	0	0	0	0.00558	0.0624	0	0	0	0	0	0	0	0	0.02095	0	0	0	0.23054	0.29041	0	4.39091	0	0	0	0.02935	0	0	0.25034	0	0	0.32329	0.00471	0.15915	0.15469	0.11555	0	0	0.01142	0	0.06077	0	0	0.00937	0	0	0.05586	0.2015	0	0	0	0.22052	0	0.12312	0	0.00827	0	0.08202	0	0.0102	0	0.10207	0.26549	0	0.07182	0	0	0.11498	0	0	0	0.02631	0	0	0.03504	0.03764	0	0	0	0.00727	0.02715	0	0	0	0	0.02794	0.00634	0	0.02179	0	0.23329	0	0.1592	0	0	0.09864	0.02168	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	0.31267	0.16865	0.00756	3.1422	0.07107	0.07521	0.42462	0.74137	0.11632	0	1.52134	1.38184	0.2665	0.18792	0.38399	0.58506	1.00459	0	0	0.20526	0.09158	0	0.06343	0.51726	0.43594	0.23438	0.22657	0.92595	0	0.16887	0.16071	0.04009	0.07146	0.05437	0.00494	0.78089	8.48808	2.40984	0.87257	0.00846	0.2461	0.19063	0.56757	0.23855	0.06212	0.46965	0.11003	0.12557	0.93031	0.21073	0.50143	0	0.22352	0.19665	0	0.89748	1.27133	0	0.30352	0.53916	0.00643	0.08331	0	0.78259	0	0	0.39052	2.24309	0.02219	0.42306	0.13048	0.63741	0	0.22777	0.02437	0.04587	2.09081	0.28366	0	0	0.12078	0	0	0.76519	10.67648	0.19894	0	0	0.1709	0.17596	3.56248	0	0.89503	2.35168	0	0.40396	0.41388	0.14359	1.00582	0.76399	0.68543	0	0.6032	5.05985	5.64098	0.43346	1.21208	1.3592	0.98648	0.45439	0	0	0.09211	0.06143	0.49363	0.18937	2.29662	0.07773	0	0.28616	1.62164	0.057	3.99819	0.20074	0.02841	0	0.02959	0.34621	0	0.26301	0.01428	0	5.73242	0	0.00473	0	0.0531	5.81642	0	1.42997	0.22652	2.87649	5.51664	0.05162	0	0.09039	1.18247	0	1.70033	0.57666	0	0.49893	0.20259	1.2238	0.0676	0	0	7.51441	0	0.24727	1.06984	1.37568	0.16836	0	2.01453	1.72471	0.23681	1.44706	0	0.5196	0.68272	0.04549	0	2.26958	0	0.94874	0.36497	0.36688	0.06598	0.08324	0.03935	0.43549	0.19556	0.12609	0.19162	0	0	0.04199	2.9009	1.70251	0.71257	0	3.76355	0.52575	1.55248	0.0672
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	0.30341	0	0	0.051	10.87745	2.85703	0	0.27999	0.05487	7.30608	0.1133	1.58675	1.04746	0.04889	0	0	0	0	0.01097	33.1015	0.03649	17.79292	0.23551	1.33541	0	0.02031	0	0	0	10.52646	0	0.04248	0.52306	0.1148	0.16233	2.60819	0	0.00196	0.24246	0.46849	14.11991	3.66291	9.43034	3.28028	0.45438	2.91005	0.0078	0	1.03924	0.00671	0	0	0	2.98674	1.94219	4.67676	0.0492	0	0	0	0	0	0	0.09389	0.03992	0	0	0	0	0	0	29.58823	0	0.11756	0.01835	0.00807	0.01206	0	0.5662	0.81467	0	0	3.0472	0.40229	5.26188	0	0	0	19.78339	0.62688	0	0	0.0203	0.05125	0.03581	0	0	0.64721	0.03389	0	0.0171	0	0	0.01041	0.01523	0	0	0	3.57777	0.06964	0.01816	0.00715	0.25566	0.0448	1.80318	25.39638	0.07952	0	8.08071	0.01327	0	0.05545	3.87253	0	0	0.05669	0	0	15.71083	0	0.02734	0.37441	0	2.73379	0	0	0	0.10153	12.79176	0	0	0.15354	0.79354	0	0	0.02665	0	1.14232	0	0.01335	0	1.02428	0.30269	0.00642	0.23112	0	0	0.01002	0	0.00196	0.51073	0	0.95141	0	0	0	0	0	0	0	17.43886	0	0	0.02316	0.60021	8.80904	0	0	2.31882	0.08546	0	0.01549	0	0.5506	0	3.17739	0.51244	0.07967	0	0	0.48205	0.05111	0	0.30385	0.07358	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0.23705	0.24151	0.21504	0	1.32645	11.55248	0	0	0.00468	0.2986	0.00128	0.00478	0.0139	0.29025	0.22196	0.16073	0.00119	0.11516	0.25632	0	0.32669	0.04658	0.00467	0.03365	0.20191	0	0	0.83623	0.23878	0.01123	0.02018	0.17381	0.02328	0.03278	1.1267	0.39341	0.00757	0.01131	1.39814	0.17294	0.00604	0.11718	0.40781	0.00507	0	0.00086	0	0	0.08048	0.03158	0.00203	40.06128	0	0.12375	0.03286	0.02396	0	0.28125	0.03133	0.2268	0.16082	0	0	0.01338	0.2265	0.56086	0.00181	0.00521	0.07389	0.09654	0.22709	0	0	0.37764	0	0.00286	0	0.17798	2.54243	0.02863	0.25597	2.08673	1.25031	0.05021	0.00644	0.86261	0.57793	0.79849	0.00563	0.06493	0.00681	0	0.0051	0.12499	0.36285	0.00584	0	0.00546	0.30748	2.03364	0.01562	12.76924	0.07645	0.00417	0	0.00058	0.00147	0	0.30941	0	0	0	0.00647	0.00039	0.0507	0.00023	0.09157	0.01799	0.64083	0.11584	0.01134	0.02446	0	0.03585	0.02208	0.20059	0.04926	0.00921	0.04203	0.00846	2.1264	0.0985	0.0174	0.04747	0.13898	0.78517	0.05756	0.21373	0.08626	0.00454	0	0.30416	0.01568	4.28338	12.84654	0.00196	0.00103	1.0542	0	0.07056	0.13288	0.03072	0.39198	0.02363	0.07258	0.0227	0.32423	0	0	0.10622	0.16068	0	0.14038	0.02469	0	0.11895	0.14183	0.00838	0	0.85666	0.01113	0.00211	0.13778	0.16614	0.09586	0	0.16121	0.22626	0.00532	0	0.04631	0.20689	0.11163	0.00608	0.00727	0.19699	0.21013	0.1525	0.14005	0.15263	0.0883	0.00109	0.41505	0.46091	0.03972	1.3063
