	SRR3992955	SRR3992956	SRR3992957	SRR3992958	SRR3992959	SRR3992960	SRR3992961	SRR3992962	SRR3992963	SRR3992964	SRR3992965	SRR3992966	SRR3992967	SRR3992968	SRR3992969	SRR3992970	SRR3992971	SRR3992972	SRR3992973	SRR3992974	SRR3992975	SRR3992976	SRR3992977	SRR3992978	SRR3992979	SRR3992980	SRR3992981	SRR3992982	SRR3992983	SRR3992984	SRR3992985	SRR3992986	SRR3992987	SRR3992988	SRR3992989	SRR3992990	SRR3992991	SRR3992992	SRR3992993	SRR3992994	SRR3992995	SRR3992996	SRR3992997	SRR3992998	SRR3992999	SRR3993000	SRR3993001	SRR3993002	SRR3993003	SRR3993004	SRR3993005	SRR3993006	SRR3993007	SRR3993008	SRR3993009	SRR3993010	SRR3993011	SRR3993012	SRR3993013	SRR3993014	SRR3993015	SRR3993016	SRR3993017	SRR3993018	SRR3993019	SRR3993020	SRR3993021	SRR3993022	SRR3993023	SRR3993024	SRR3993025	SRR3993026	SRR3993027	SRR3993028	SRR3993029	SRR3993030	SRR3993031	SRR3993032	SRR3993033	SRR3993034	SRR3993035	SRR3993036	SRR3993037	SRR3993038	SRR3993039	SRR3993040	SRR3993041	SRR3993042	SRR3993043	SRR3993044	SRR3993045	SRR3993046	SRR3993047	SRR3993048	SRR3993049	SRR3993050	SRR3993051	SRR3993052	SRR3993053	SRR3993054	SRR3993055	SRR3993056	SRR3993057	SRR3993058	SRR3993059	SRR3993060	SRR3993061	SRR3993062	SRR3993063	SRR3993064
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	0.02801	0	0	0.00207	0	0	0	0	0	0	0	0.52429	0.00876	0.04688	0.01251	0.62683	0	0	0.01508	0	0	0	0	0	0	0	0	0.0293	0	0.3888	2.2855	0.00406	0.13596	0	0	0	0	0	0.02039	0.00456	0	0.00844	0	0	0	0	0	0	0.05238	0	0	0	0.00086	0.01954	0	0	0	0.00068	0.00275	0	0	0.08218	0.05921	0.02559	0.05003	0.13912	0.15815	0.16736	0.01331	0.07611	0.03449	0.01	0	0	0.05919	0	0	0.01863	0.0201	0	0.06699	0.12094	0	0	0	0.0724	0.00062	0	0.2526	0	0.02469	0.06281	0	0	0.06498	0	0	0	0.10196	0	0	0.1543	0	0	0.06005	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	0.02684	1.73551	0	0.22486	0.25498	0	0.22956	0	0	0.15831	0.05257	0.49598	0.10399	0.06749	0.29757	0.19233	0.06909	0	0.01346	0	0.07104	0.03929	0	0	0.14276	0.16568	0.11436	0.50806	0.00281	0.26947	0.14739	0.23748	0.04648	0.14622	0.00124	0.0392	0.02744	1.2158	0.18876	0.01594	0.04188	0.00216	0.19216	0.00279	0.45974	0.04285	0.3581	0.21139	0.01468	0.00895	0.09535	0.00608	0.00931	0.041	0.01531	0	0	0.02374	0.21414	0.25244	0.10841	0.46928	1.40217	0.05311	4.19813	0.3755	0	0.02446	0.02437	0.02191	0	0.13794	0	0	0.31556	0.01216	0.1139	0.00239	0	0.13587	2.06021	0.23686	0.00864	0.31923	0.1989	0.06637	0.15435	0.38804	0	0.27814	0	0.06055	0.05915	0.00428	0.1064	0.48669	0.0068	0.72503	0.07366	0.32613	0	0.16172	0.18278	0.03075	0.75237	0.22597	0.09774	0.03875	0.00604	0.12012
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0.025	0	0	0	0	0	0	0	0	0.01575	0.01497	0	0	0	0	0	0	0	0.29298	0	0	0	0	0	0	0	0	0.03994	0	0	0.36107	0.01396	0	0	0	0	0.00548	0	0.01873	0	0	1.01722	0	0	1.18576	0	0	0.00036	0	0	0	0	0	0	0	0	0	0.00855	0	0	0	0.22778	0.08612	0.10713	0.01143	0	0	0.35626	0.46478	0.53193	0	0	0	0	0	0	0	0	0	0	0.04477	0.00384	0.00145	0	0	0	0	0.02989	0	0	0	0	0.00959	0	0.00379	0	0	0	0	0	0	0.00645	0	0	0	0.00286	0	0.02518	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0.02429	0.00064	0.00569	0.01389	0	0	0	0	0	0.00729	0	2.20564	0.19371	0.39104	0.01609	0	0.00085	0.0066	5.77621	3.7135	0.10935	0.10503	0	0.0096	0.01066	0.01091	0	0	0.00197	0.0056	0	0.01024	1.95737	8.91062	0	0.01192	0.00065	0.00585	1.94547	0.00539	0.00343	0.0138	0.93143	0.05217	0.00062	0.00935	0	0.00061	0.49145	0.06979	0.01025	0.01946	0.56016	0.062	0.00463	0.0017	0	0.00619	0	0.01391	0.01149	0.40426	0.01549	0	0.09904	0.00602	0	3.4728	1.1612	4.33206	0.02511	0.91965	0.1053	3.3648	0.04528	0.32381	0.01177	0	0	0	0.01871	1.83855	0.00305	0.0277	0.0351	4.727	0.05107	0.02274	0.00993	0.01636	40.22056	0.59694	0.04482	0.1726	0.05527	0.02143	1.67615	0.1983	0.84997	0.0016	0.00071	0	0.10813	0.0012	0	0.00498	0.24268	1.77069	0.01139	0.35799
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea	0.02081	0.03845	0.63642	0.08531	5.32868	0.49882	4.42897	0.69157	0.00768	0.09797	0.01111	0.06316	28.92322	0.06115	0.66702	0.93253	0.00175	0.63105	0.00707	0.19498	0.33516	16.83306	3.33097	0.08212	12.54663	0.83717	4.98885	0.02935	0.26197	0.00929	0.00334	0.54548	0.02273	3.89051	0.31944	1.50244	1.09019	0.06124	0.00407	0.13175	0.80236	0.36019	2.22605	0.26053	0.04635	0.71452	0.51686	0.06377	0.58186	0.06192	10.31452	0.44142	0.00613	0.25361	0.88335	0.07034	0.34999	0.00897	1.01955	1.11654	0.01101	0.01841	35.83938	0.02588	0.02551	0.00503	0.01596	0.00375	0.01942	2.5454	0.05983	0.03962	0.13235	0.08805	0.11472	0.49991	0.45738	2.35148	0.06125	0.65835	0.00724	0.04343	0.01824	0.3118	0.32032	0.01056	8.72914	0.02202	3.6767	0.06167	0.00673	0.27194	25.02904	19.70289	16.31155	0.71709	0.04878	1.07865	0.47137	6.30392	0.08364	0.01452	0.72938	3.16384	0.3589	0.04837	0.12007	0.01137	1.92085	21.9424
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0.0182	0	0.01283	0	0	0.02064	0	0	0	0	0	0.00681	0	0.01259	0.02087	0	0	0.00955	0	0	0	0.01132	0	0	0	0	0	0	0	0	0	0.00431	0	0	0.04171	0	0.0732	0.10047	0	0	0	0	0.0027	0	0	0.00741	0.02177	0	0	0	0	0	0	0	0	0	0	0	0.00576	0	0.01039	0	0	0	0.00967	0	0	0	0	0	0	0	0	0	0	0.01182	0	0	0	0	0	0	0	0	0.01386	0	0	0	0.01009	0.0028	0	0	0	0	0.00506	0	0	0	0	0	0.00333	0	0	0	0	0.01489	0	0	0	0.04113
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides	0.01694	0	0	0	0	0	0	0	0	0	0.00185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HPA0247	0.01646	0	0	0	0	0.00461	0	0	0	0	0	0	0	0	0	0	0	0	0.00047	0	0	0	0	0	0	0	0	0	0	0	0.00205	0	0	0	0.00266	0	0.00087	0	0	0	0	0	0	0	0.00085	0	0	0	0	0	0	0	0.00408	0	0	0	0	0	0.00402	0	0	0	0.00121	0	0.00351	0	0.00519	0.00153	0	0.00514	0	0	0.12429	0	0	0.02283	0	0	0.00735	0.019	0.00642	0	0	0.02653	0	0.02164	0	0.00293	0.00231	0	0	0	0.00407	0	0	0	0	0	0	0	0.01084	0	0	0.00387	0	0	0.0023	0	0	0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis	0.01635	0.01517	0	0.19582	0.69885	0	0	0.00398	0.23149	0.03077	0	0.13991	0.0928	0	0	0	0	0	0.98877	0	0.07462	0	0.04523	0.02231	0.2565	0.16373	0.26271	0	0	0	0	0.01692	0.00214	4.86077	0.019	0	0.00827	0	0.36524	0.16427	0.48049	0	0.08005	0.02284	0	0.01601	0	0.35686	0	0.11223	0.10405	0.30674	0.0331	0.0968	0.36648	0.0797	0.86292	0.31771	0	0.15335	0	0.06984	0	0	0	0	0	0	0.1883	0.00888	0	0	0.00389	0.00999	0.3279	0	0.03458	0.15879	0	0.05762	0	0	0.11991	0.02938	0.09937	0	0	0.01742	0	0.33666	0	0	0.40612	0.23451	0	0.13556	0.02463	0.13137	0.01008	0.00175	0.58986	0.2493	0.25021	0.12799	0	0.03973	0.03135	0	0.03879	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_celatus	0.01573	0	0	0	0	0	0	0	0	0.16721	0	0	0	0.50961	0.00104	0	0	0	0	0	0	0	0	0	0	0	0.00168	0	0	0.12189	0.11877	0	0.0236	0.00035	0	0	0	0	0.00771	0.00288	0	0	0	0	0	0	0	0	0.0257	0	0	0	0	0	0	0	0	0	0.00234	0	0.00238	0.00968	0.0685	0.09598	0	0.02565	0	0.16035	0	0.01046	0	0.08631	0	0	0.01983	0	0	0	0	0	0.00034	0	0	0	0	0.38943	0	0	0	0	0	0.06746	0	0	6e-04	0.00444	0	0.00864	0.02369	0	0.01001	0	0	0	0	0	0	0.15248	0	0.0022
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_520	0.01528	0.21535	13.02312	0.03171	0.01983	8.71856	0.04134	15.54039	0.06664	0.07002	0.00799	0.13014	0	0.16613	18.87187	0.08358	0.00623	14.55082	0.00575	3.28362	6.48301	0.19794	12.33796	1.09178	0.18617	0.68543	0.04332	0.08657	2.90056	0.01532	0.00414	12.68636	0.12832	5.45853	3.09003	29.38245	0.32361	0.2544	0.00973	2.34086	2.39161	5.64882	0.01973	4.13158	0.01505	15.00434	13.27222	0.43374	13.10133	1.24334	0.03084	6.95433	0.01321	5.35911	12.30296	1.21893	6.16094	0.01306	29.87843	0.08619	0.018	0.01948	0.07264	0.04474	0.03997	0.00997	0.05751	0.00984	0.03426	0.01455	0.15236	0.03833	0.08772	0.13563	0.11947	4.87782	9.26967	0.0113	0.03488	11.60369	0.00491	0.01687	0.02136	7.04687	0.07243	0.01114	0.02056	0.01579	0.1164	1.18758	0.0108	8.00234	0.01284	0.13992	0.0393	16.57402	0.05023	0.11998	0	0.21261	0.01634	0	0.06973	0.21915	8.31263	0.59697	0.36313	0.04065	0.01022	0.02721
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans	0.01438	0	0.00206	0	0.07458	0	0	0.0476	0	0	0	0.00816	0.0266	0.02024	0	0	0	0	0.0075	0	0	0	0	0	0	0.00113	0.07799	0	0.01483	0.03551	0	0.01263	0.08207	0.23616	0.01308	0	0.0041	0	0	0.03071	0.00053	0	0.07515	0	0.00203	0.00801	0	0.01378	0	0	0	0	0.16322	0.24297	0	0	0	0.1285	0.13496	0	0.10898	0.76691	0	0.01675	0	0	0	0.05538	0.0714	0.31198	0	0.08638	0	0	0	0	0	0.00671	3.59438	0.01323	0	0.04559	0.01593	0.05022	0.12362	0.05624	0.06998	0.42785	0	0.45467	0	0	0.01738	0	0.00205	0	0.02589	0.10283	0.03697	0	0	0.05323	0.00669	0	0	0.06144	0.0976	0.54593	0.01514	0.04612
