	SRR3992955	SRR3992956	SRR3992957	SRR3992958	SRR3992959	SRR3992960	SRR3992961	SRR3992962	SRR3992963	SRR3992964	SRR3992965	SRR3992966	SRR3992967	SRR3992968	SRR3992969	SRR3992970	SRR3992971	SRR3992972	SRR3992973	SRR3992974	SRR3992975	SRR3992976	SRR3992977	SRR3992978	SRR3992979	SRR3992980	SRR3992981	SRR3992982	SRR3992983	SRR3992984	SRR3992985	SRR3992986	SRR3992987	SRR3992988	SRR3992989	SRR3992990	SRR3992991	SRR3992992	SRR3992993	SRR3992994	SRR3992995	SRR3992996	SRR3992997	SRR3992998	SRR3992999	SRR3993000	SRR3993001	SRR3993002	SRR3993003	SRR3993004	SRR3993005	SRR3993006	SRR3993007	SRR3993008	SRR3993009	SRR3993010	SRR3993011	SRR3993012	SRR3993013	SRR3993014	SRR3993015	SRR3993016	SRR3993017	SRR3993018	SRR3993019	SRR3993020	SRR3993021	SRR3993022	SRR3993023	SRR3993024	SRR3993025	SRR3993026	SRR3993027	SRR3993028	SRR3993029	SRR3993030	SRR3993031	SRR3993032	SRR3993033	SRR3993034	SRR3993035	SRR3993036	SRR3993037	SRR3993038	SRR3993039	SRR3993040	SRR3993041	SRR3993042	SRR3993043	SRR3993044	SRR3993045	SRR3993046	SRR3993047	SRR3993048	SRR3993049	SRR3993050	SRR3993051	SRR3993052	SRR3993053	SRR3993054	SRR3993055	SRR3993056	SRR3993057	SRR3993058	SRR3993059	SRR3993060	SRR3993061	SRR3993062	SRR3993063	SRR3993064
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_butanolivorans	0	0	0	0	0	0.023	0.00361	0.00062	0.00868	0.0235	0	0	0	0	0	0.01315	0	0	0	0	0	0	0	0	0	0	0.01364	0.01633	0	0	0	0	0	0	0.00628	0	0.00388	0.0218	0	0	0.00313	0	0	0	0.02089	0	0	0.00684	0	0	0	0	0	0	0.00925	0	0.01018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03296	0.02626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00541	0	0	0	0	0.00825	0	0	0	0	0	0	0	0	0	0.02222
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sobrinus	0	0	0	0	0	0.01719	0	0	0	0	0	0	0	0	0.00266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00229	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified|s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0.01507	0	0	0	0.0175	0	0	0	0	0	0	0	0	0.01338	0	0	0	0	0	0	0	0	0	0	0	1.94575	0	0	0	0	0	0	0	0.00123	0	0	0.04906	0	0	7.89399	0	0	0.00646	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47815	0.01025	0.00359	0	0	0	0.04855	0.01547	0.03578	0	0	0	0	0	0	0	0	0.00888	0.00705	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00768
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_kashiwanohense	0	0	0	0	0	0.01236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis	0	0	0	0	0	0.00887	0	0	0	0	0.00656	0	0	0	0.03243	0	0	0.023	0	0	0	0	0	0	0	0.00171	0	0	0	0	0	0	0	0	0.01029	0	0.05588	0	0	0	0	0	0	0	0	0.06766	0.0014	0	0	0	0.02414	0	0	0	0	0	0	0	0.019	0	0	0	0.03562	0	0	0	0	0	0	0.00212	0	0	0	0	0	0.00623	0.00632	0	0	0.00704	0.01221	0	0	0	0	0	0	0	0	0	0	0	0.00776	0	0	0	0	0	0	0	0	0	0	0.26725	0	0.00036	0.00892	0	0	0.03778
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis	0	0	0	0	0	0.00789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00326	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01331	0.00819	0.00507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0	0	0	0	0	0.00691	0	0	0	0.05897	0	0.18897	0	0	0	0	0	0	0.08776	0	0	0	0	0	0	0	0	0.00261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01223	0.00101	0	0.00561	0	0	0	0	0.01072	0	0	0	0	0.00407	0	0	0	0	0	0	0	0.02275	0.00334	0	0.05577	0	0	0.04725	0	0	0	0	0	0	8.92974	0.01583	0	0.00318	0	0	0	0	0	0	0	0	0	0	0.00093	0	0	0	0	0	0.00414	0	0	0	0	0.00303	0	0	0.08004	0	0	0.00565
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_raffinolactis	0	0	0	0	0	0.00585	0	0	0	0	0	0	0	0	0.00128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_marisflavi	0	0	0	0	0	0.00347	0.01407	0.0089	0.0212	0.01685	0	0	0	0	0	0.03037	0	0	0	0	0	0	0	0	0.03507	0	0.01321	0.03754	0.00132	0	0	0	0	0	0.02549	0	0.00571	0.05434	0.00342	0	0.01195	0	0	0	0.0089	0	0	0.00112	0	0	0	0	0	0	0.02488	0	0.02196	0	0.01529	0	0	0	0.03162	0.01256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01242	0.01401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152	0	0	0	0	0.02992	0	0	0	0	0.00816
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_downei	0	0	0	0	0	0.00301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius	0	0	0	0	0	0.00049	0	0	0	0	0.04734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256	0	0	0	0	0	0	0	0	0	0	0.02151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01581	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01155	0	0	0	0	0	0	0	0.00374	0	0	0	0	0	0	0	0	0	0.00135	0	0	0	0	0	0.01915	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_413	0	0	0	0	0	0	2.6813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88761	0.05449	0.10396	0	0.0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05166	0	0	0	1.16511	0	0	0	0	0	0	0.26587	0	0	0	0	0	0	0	0	0	0	3.54349	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_632	0	0	0	0	0	0	1.55248	0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05533	0.04705	0	0	0	0	0	0.00549	0	0	0	0	0.05448	0	0.80901	0	2.9249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00324	0	0	0	0.00271	0	2.3034	0	0	12.99641	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_kerstersii	0	0	0	0	0	0	0.28361	0	0	0	0	0	0.00971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00367	0	0	0	0	0	0.13011	0	0	0	0	0	0.03546	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	0	0	0	0	0	0	0.03707	0	0	0	0	0	0	0	0.00176	0	0	0	0.04876	0	0	0	0	0.01047	0	0	0.00298	0	0	0.0039	0	0.00852	0.01531	0	0	0	0.00233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0.00462	0	0	0	0	0	0	0	0.0034	0.03305	0.00298	0	0	0	0	0	0.00033	0	0.01541	0	0.02864	0	0	0	0	0.04373	0	0	0.02199	0	0	0	0.01778	0	0	0	0	0	0	0	0	0.03696	0	0.00311	0	0.00545	0.02423	0	0	0.01232	0
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified|o__Eukaryota_unclassified|f__Eukaryota_unclassified|g__Blastocystis|s__Blastocystis_sp_subtype_1	0	0	0	0	0	0	0.02091	0	0	0	0	0	0	0	0	0.01888	0	0	0	0	0.00165	0	0	0	0	0.10646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07508	0	0	0	0	0	0	0	0	0	0.25088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02407	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0	0	0	0	0	0	0.01209	0.04384	0	0.00091	0	0.77782	0.0037	0	0	0	0.08301	0	3.99937	0.04557	0	0	0	0	0	0	0	0	0	0.33103	1.20016	0	0	0.0187	0	0	0	0	0.03251	0	0	0	0	0	0	0	0	0	0	0	0.00746	0	0.01245	0.34629	0	0	0	0.01179	0	0.00691	0.00171	0.09522	0.02701	0	1.84374	0.7428	0	0.12111	0.03048	0.12996	0	0.01629	0.04474	0.05057	0	0	0.00413	0	0	0	0.63207	0	0	0	0.01525	0	0	0	0	0	0	0	0.14164	0	0.0042	0	0.02001	0	0	0.00061	0.00461	0.50041	0	0	0	0	0	0.01196	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Sanguibacteroides|s__Sanguibacteroides_justesenii	0	0	0	0	0	0	0.00931	0	0	0	0	0	0.01029	0	0	0	0	0	0.01754	0	0	0	0	0.01404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00396	0	0	0	0	0	0	0	0	0	0	0	0.01555	0	0	0	0	0	0	0	0.00118	0	0	0	0	0	0	0	0	0	0	0.00041	0	0.09541	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D5	0	0	0	0	0	0	0.00511	0	0	0	0	0.16344	0	0	0	0	0.00139	0	0	0	0	0	0	0	0	0	0	0.00559	0	0	0	0	0.07039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00312	0	0.00336	0	0	0.01426	0	0	0	0	0	0	0	0	0	0	0	0	0.00272	0.38512	0	0	0.00099	0.0257	0	0	0	0.01727	0	0.06092	0	0	0	0	0.00347	0	0.01344	0	0	0	0	0.03947	0	0.12974	0	0	0.00032	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_shackletonii	0	0	0	0	0	0	0.00415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_FJAT_18017	0	0	0	0	0	0	0.00306	0.00654	0.00268	0	0	0	0	0	0	0.01204	0	0	0	0	0	0	0	0	0	0	0	0.00837	0	0	0	0	0	0	0	0	0.00259	0.01392	0	0	0.00608	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00466	0	0.0061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis	0	0	0	0	0	0	0.00168	0.00696	0.01957	0.19639	0	0.4375	0.02617	0.00298	0.00175	0	0	0	2.35584	0	0	0	0	0	0.01212	0	0.03436	0	0	0	0	0.00185	0.53558	0	0	0	0	0	1.60967	0.00051	0.00041	0	0	0.00394	0	0	0	0	0	0	0.00209	0	0.11101	0.04785	0	0	0	0.32058	0	0.0011	0.07403	1.26192	0.03808	0	1.6843	0.33562	0	0	0.61793	0.01756	0	1.35895	0.0274	0.14798	0.22022	0	0.00369	0.03643	0	0	1.11371	0	0.18076	0.00337	0.02208	0	0	0	0	0	0	0	0.22653	0	0	0	0.17693	0.019	0.28756	0	0	0.04846	0.07371	0	0.02223	0	0	0.30822	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	0	0	0	0	0	0	0	0.04319	0	0.00496	0.03752	0.02972	0.73869	0.41001	0.00775	0	0	0	0	0	0	0	0	0	0.00686	0	0	0	0	0	0	0.01181	0	0	0	0	0.01906	0.00815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4361	0.25904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49138	0.01339	0.01209	0.01716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11455	0	0	0	0	0	0	0	0	0.4703	0.00437	0.03891
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria	0	0	0	0	0	0	0	0.00287	0	0	0	0	0	0	0.01478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01026	0.00073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0	0	0	0	0	0	0	0.00278	0	0	0	0	0.02	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01536	0.09137	0	0	0	0	0	0	0.00166	0	0	0	0	0	0	0.02774	0.17844	0	0	0.01135	0.02773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01335	0	0	0	0	0	0	0	0	0	0	0.07667	0	0	0	0	0	0	0	0	0.0217	0	0	0	0	0	0	0.01638	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae	0	0	0	0	0	0	0	0.00169	0	0.011	0.00521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0.07654	0	0.00104	0.00315	0	0	0.0027	0	0.01722	0	0	0	0	0	0	0.00105	0	0	0.00144	0	0	0	0	0	0	0	0	0.00026	0.007	0.00274	0.03972	0.00735	0	0	0.05237	0.0072	0	0.00189	0	0	0.04643	0.00571	0	0	0	0	0	0	0	0	0.03108	0	0	0	0	0.00513	0	0	0.00327	0	0	0.02684	0	0	0	0	0	0	0	0	0	0.05754	0	0.01272	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis	0	0	0	0	0	0	0	0.00056	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00241	0	0.00597	0	0	0	0	0	0.00157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00939	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21589	0	0	0.00162	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina|s__Sporosarcina_globispora	0	0	0	0	0	0	0	0.00027	7e-04	0	0	0	0	0	0	0.00203	0	0	0	0	0	0	0	0	0	0	0	0.00251	0	0	0	0	0	0	0	0	0.0027	0.00977	0	0	0.00357	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00068	0	0.00182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_intestinalis	0	0	0	0	0	0	0	0	0.03005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107	0.05333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Jeotgalibacillus|s__Jeotgalibacillus_marinus	0	0	0	0	0	0	0	0	0.02137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi	0	0	0	0	0	0	0	0	0	0.20399	0	0	0	0	0	0	0	0	0.00311	0	0	0	0	0	0	0	0	0	0	0.0337	0.20679	0	0.04537	0	0	0	0	0	0	0	0	0	0	0	0.10303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	3.38832	0	0.74054	0.00697	0.13389	0.00372	0	0	0	0	0	0	0.00236	0	0.00625	0	0	0	0	0.00969	0	0	0.00474	0	0.01926	0.00226	0	0	0	0	0	0	0	0	0	0.02349	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi	0	0	0	0	0	0	0	0	0	0.10486	0	0.00069	0	0	0	0	0	0	0.32498	0	0	0	0	0	0	0	0	0	0	0	0.00525	0	0.11935	0	0	0	0	0	0	0	0	0	0	0	0.01815	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031	0	0	0	0	0	0	0	0	0.01893	0.19579	0	0.00251	0	0	0	0	0	0	0	0	0	0.00376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0.01687	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum	0	0	0	0	0	0	0	0	0	0.07302	0	0.00288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32455	0	0.03907	0	0	0	0	0	0.07627	0	0	0	0	0	0	0	0	0	0	0	0.00186	0	0	0	0	0	0	0	0	0	0.00093	0.00589	0.01425	0	0.16777	0.00194	0	0	0	0.01378	0	0.00092	0	0	0	0	0	0	0	0	0.00987	0.05288	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00779	0	0	0.03022	0	0	0.00763	0	0	0.01405	0	0.00022	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_asparagiforme	0	0	0	0	0	0	0	0	0	0.05916	0	0	0	0	0	0	0.00198	0	0.00097	0	0	0	0	0	0	0	0	0.22698	0	0	0	0	0.00534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01041	0	0	0.04703	0	0	0.0123	0	0	0	0.00305	0	0	0	0	0	0	0	0	0.04444	0	0	0	0	0.02154	0	0	0	0	0	0.00432	0	0	0	0	0	0	0	0	0.04408	0	0	0.04826	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_330	0	0	0	0	0	0	0	0	0	0.03043	0	0.13973	0	0	0	0	0	0	0.28064	0	0	0	0	0	0	0	0.01827	0	0	0	0	0.05541	0.00181	0	0	0	0.01699	0	0	0	0.95948	0	0	0	0	0	0	0.00199	0	1.84205	0	0.01996	0	0	0.02273	0	0.08726	0	0	0	0	0.06841	0	0	0	0.58686	0	0.48289	0.91721	0	0	0	0	0.15207	0	0	0.43529	0	0	0	0	0.83905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06107	0.01745	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_cateniformis	0	0	0	0	0	0	0	0	0	0.02865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052	0	0	0	0	0	0.00583	0	0	0.0131	0	0	0	0	0.03172	0.2166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08712	0	0	0	0.15937	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	0	0	0	0	0	0	0	0	0	0.01225	0.01376	0	0	0	0	0.05345	0	0	0	0	0	0	0	0	0	0.00995	0.0342	0.07738	0	0	0	0	0	0	0	0	0.00509	0	0	0	0	0	0	0	0	0.00884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01885	0	0	0.0367	0.05917	0	0	0	0	0	0	0.09165	0	0	0	0	0	0	0	0.23393	0	0.0257	0.00051	0	0.00108	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0.00767	0	0	0	0	0.01849	0	0	0.00206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01742	0	0	0	0	0.07574	0	0	0	0	0	0	0	0	0.11872	0.00275	0	0	0	0.03663	0	0	0	0	0	0	0	0.02264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02007	0.02453	0	0.00737	0.00753	0.0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30797	0	0	0	0	0	0.09543
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa	0	0	0	0	0	0	0	0	0	0.00634	0	0	0	0	0	0	0	0	0.13118	0	0	0	0	0	0	0	0	0	0	0	0.06188	0	0.05185	0	0	0	0	0	0	0	0	0	0	0	0	0.0112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01128	0	0.00221	0	0	0	0	0.02603	0	0	0	0	0	0	0	0	0.00245	0	0	0	0	0	0.02947	0	0.02647	0.02877	0	0.00081	0	0	0	0
